carat,cut,color,clarity,depth,table,x,y,z,price
2.03,Ideal,G,SI1,62.0,57.0,8.1,8.05,5.01,14637
1.0,Ideal,G,SI1,62.4,56.0,6.41,6.34,3.98,4956
0.53,Very Good,D,VS2,62.6,58.0,5.14,5.18,3.23,1682
0.5,Good,E,SI2,58.2,59.0,5.24,5.27,3.06,1098
1.01,Good,I,VS2,63.6,57.0,6.3,6.21,3.98,3620
0.9,Premium,H,VS2,62.3,58.0,6.18,6.09,3.82,3919
0.32,Ideal,E,VVS1,62.5,56.0,4.42,4.38,2.75,1044
0.51,Ideal,J,SI2,62.1,56.0,5.1,5.14,3.18,885
0.31,Very Good,F,VS2,62.9,59.0,4.27,4.32,2.7,625
0.3,Ideal,D,VS2,61.8,55.0,4.34,4.3,2.67,911
1.22,Very Good,G,IF,62.0,59.0,6.8,6.85,4.23,8793
0.23,Very Good,F,VVS2,61.2,55.0,3.97,4.01,2.44,505
0.98,Fair,H,SI2,67.9,60.0,6.05,5.97,4.08,2777
0.34,Ideal,D,VVS1,61.5,56.0,4.5,4.47,2.76,1211
1.5,Very Good,I,VS2,59.4,61.0,7.41,7.45,4.41,9342
0.77,Ideal,G,VS2,62.1,56.0,5.84,5.88,3.64,3544
1.0,Ideal,E,SI1,61.7,57.0,6.39,6.42,3.95,5555
0.7,Very Good,H,SI1,61.0,58.0,5.67,5.7,3.47,2107
0.35,Good,D,SI1,63.3,56.0,4.5,4.53,2.86,601
1.06,Premium,J,SI2,61.3,60.0,6.59,6.52,4.02,3740
0.31,Ideal,G,VS2,62.1,55.0,4.35,4.38,2.71,577
1.04,Ideal,G,SI2,61.7,56.0,6.57,6.52,4.04,4455
0.57,Ideal,G,VS1,61.4,55.0,5.34,5.38,3.29,1972
0.49,Premium,H,SI2,59.9,59.0,5.17,5.12,3.08,1011
0.52,Good,H,SI1,63.6,62.0,5.11,5.04,3.23,1073
1.1,Ideal,F,VS1,61.5,56.0,6.63,6.66,4.09,9669
1.04,Premium,G,SI1,62.6,55.0,6.49,6.42,4.04,4948
0.24,Ideal,F,VVS2,62.6,57.0,3.93,3.96,2.47,552
1.3,Ideal,G,VS1,62.4,56.0,7.03,6.95,4.36,6928
1.58,Premium,I,VS1,61.1,59.0,7.52,7.44,4.57,10618
0.3,Premium,H,VS2,62.2,59.0,4.28,4.31,2.67,473
0.5,Ideal,D,SI2,61.0,57.0,5.15,5.12,3.13,1250
1.17,Ideal,D,SI2,62.5,56.0,6.77,6.7,4.21,5412
0.7,Very Good,E,SI1,63.1,58.0,5.61,5.64,3.55,2643
0.31,Ideal,I,VS1,61.2,55.0,4.37,4.39,2.68,507
1.0,Premium,E,VS2,62.7,59.0,6.38,6.31,3.98,6720
2.07,Premium,H,SI2,59.6,60.0,8.3,8.24,4.93,11094
0.32,Ideal,F,VVS1,61.1,56.0,4.45,4.42,2.71,1061
2.29,Premium,J,IF,61.4,60.0,8.45,8.49,5.2,18426
0.55,Ideal,G,VVS1,60.0,56.0,5.35,5.39,3.21,2077
2.2,Premium,I,VS2,58.9,60.0,8.63,8.52,5.05,17905
0.32,Ideal,F,VS1,61.0,54.0,4.42,4.44,2.7,716
0.3,Good,J,SI1,64.0,55.0,4.28,4.25,2.73,439
0.42,Premium,G,VS2,61.9,58.0,4.82,4.77,2.97,1087
0.9,Good,H,VS1,64.0,59.0,6.05,6.01,3.86,3669
2.15,Ideal,H,SI2,61.8,57.0,8.3,8.24,5.11,17219
0.76,Very Good,E,SI1,63.0,59.0,5.76,5.8,3.64,2668
1.2,Premium,F,SI1,60.1,59.0,6.92,6.85,4.14,7282
0.32,Very Good,I,VS2,62.8,58.0,4.33,4.37,2.73,449
0.51,Ideal,H,VS2,61.6,55.0,5.13,5.16,3.17,1163
1.09,Ideal,G,VS1,60.3,57.0,6.68,6.73,4.04,8305
0.74,Ideal,G,SI2,61.9,55.0,5.82,5.84,3.61,2487
0.41,Very Good,D,SI1,64.1,54.0,4.72,4.74,3.03,689
0.42,Very Good,D,VS1,60.7,60.0,4.81,4.88,2.94,1066
0.32,Premium,F,SI1,60.7,62.0,4.43,4.4,2.68,638
0.59,Good,I,VS2,63.4,56.0,5.33,5.37,3.39,1294
1.01,Premium,D,VS1,62.1,58.0,6.4,6.37,3.97,7575
0.61,Premium,F,VVS2,59.7,58.0,5.56,5.53,3.31,2392
0.55,Ideal,F,SI2,61.7,55.0,5.26,5.28,3.25,1183
1.6,Premium,G,VVS2,60.6,60.0,7.51,7.57,4.57,16068
0.9,Ideal,F,VS2,62.0,56.0,6.23,6.15,3.84,4838
1.01,Ideal,I,VS1,61.1,54.0,6.46,6.48,3.95,5182
0.31,Ideal,G,VVS1,60.8,56.0,4.39,4.36,2.66,1046
0.56,Ideal,D,VS1,61.1,56.0,5.3,5.33,3.25,2741
0.48,Very Good,E,VVS1,60.6,56.0,5.13,5.06,3.09,2275
0.38,Ideal,H,SI1,61.5,56.0,4.67,4.69,2.88,680
0.33,Ideal,D,VS1,60.9,57.0,4.5,4.47,2.73,957
0.3,Ideal,D,SI1,62.5,57.0,4.32,4.29,2.69,709
1.0,Good,F,SI2,61.8,58.0,6.43,6.48,3.99,4053
0.3,Ideal,G,VVS2,61.0,57.0,4.31,4.34,2.64,665
1.01,Very Good,F,VVS2,61.1,58.0,6.43,6.47,3.94,9065
0.58,Ideal,G,SI1,62.0,58.0,5.33,5.38,3.32,1408
0.9,Premium,F,SI2,61.4,58.0,6.19,6.13,3.78,3556
1.64,Premium,H,SI2,61.9,58.0,7.58,7.54,4.68,9224
0.51,Ideal,G,VVS1,61.4,56.0,5.14,5.15,3.16,1963
0.81,Very Good,G,VS1,62.6,55.0,5.92,5.97,3.72,3544
1.1,Ideal,H,SI1,61.5,56.0,6.61,6.65,4.08,6844
0.34,Good,H,SI1,63.7,57.0,4.44,4.45,2.83,490
1.34,Ideal,J,SI2,62.5,57.0,7.0,7.08,4.4,5273
0.7,Very Good,F,VS2,62.3,56.0,5.66,5.71,3.54,2362
0.37,Premium,E,VS1,60.4,58.0,4.61,4.66,2.8,876
0.97,Ideal,I,I1,61.6,53.0,6.4,6.43,3.95,2239
0.27,Very Good,E,VS1,60.6,59.0,4.19,4.22,2.55,413
1.51,Ideal,I,VS2,62.3,57.0,7.28,7.37,4.56,9297
2.24,Ideal,J,VS2,61.8,54.0,8.41,8.36,5.18,15316
1.02,Premium,H,VS2,62.4,58.0,6.43,6.39,4.0,5454
0.3,Ideal,D,SI1,61.7,56.0,4.31,4.35,2.67,552
0.31,Ideal,H,VS1,61.6,56.0,4.36,4.34,2.68,698
0.9,Ideal,H,VS2,62.5,53.0,6.17,6.22,3.87,4369
0.41,Ideal,G,VVS2,60.4,56.0,4.8,4.83,2.91,1007
0.71,Premium,G,SI1,62.3,56.0,5.69,5.65,3.53,2283
0.32,Very Good,E,SI1,62.3,55.0,4.36,4.38,2.72,584
1.36,Ideal,F,SI2,62.0,56.0,7.08,7.11,4.4,7157
0.31,Very Good,G,IF,60.8,56.0,4.41,4.44,2.69,878
0.38,Premium,F,VVS1,61.6,58.0,4.63,4.66,2.86,1200
0.31,Ideal,E,VS1,61.8,56.0,4.37,4.34,2.69,942
0.28,Ideal,G,VS1,62.1,55.0,4.22,4.25,2.63,490
1.05,Premium,D,SI2,60.4,57.0,6.6,6.55,3.97,5057
1.08,Ideal,I,SI1,62.6,53.9,6.51,6.56,4.09,5049
0.41,Ideal,G,VS1,61.5,56.0,4.79,4.77,2.94,961
0.33,Ideal,D,VS2,61.1,56.0,4.5,4.54,2.76,822
1.0,Good,E,SI1,57.2,62.0,6.59,6.56,3.76,5345
1.26,Ideal,G,VS2,60.8,55.0,7.02,7.04,4.28,9399
2.4,Ideal,H,SI2,62.0,55.0,8.6,8.57,5.32,18541
1.34,Ideal,G,VS2,61.9,56.0,7.1,7.05,4.38,9401
1.1,Very Good,G,IF,59.8,56.0,6.75,6.82,4.06,9053
0.5,Good,F,SI2,57.7,62.0,5.22,5.18,3.0,926
0.9,Very Good,H,VS2,62.1,60.0,6.11,6.2,3.82,4064
1.5,Ideal,I,I1,61.3,57.0,7.36,7.39,4.52,5593
1.04,Good,F,VS1,63.2,57.0,6.41,6.44,4.06,7399
0.9,Ideal,H,SI1,61.6,56.0,6.17,6.23,3.82,4740
0.3,Ideal,E,VS2,61.2,55.0,4.35,4.31,2.65,844
0.92,Very Good,D,SI2,63.7,57.0,6.12,6.21,3.93,3707
1.23,Premium,G,VS2,61.6,58.0,6.91,6.85,4.24,5654
0.41,Premium,H,VVS2,59.8,60.0,4.86,4.79,2.88,999
0.39,Ideal,G,VS1,62.6,55.0,4.69,4.66,2.93,1077
0.81,Very Good,I,VS1,62.7,58.0,5.9,5.96,3.72,2950
0.23,Very Good,F,VVS1,61.4,58.0,3.93,3.95,2.42,530
0.91,Very Good,E,VS1,61.9,59.0,6.17,6.23,3.84,5259
1.03,Ideal,G,VS2,61.3,57.0,6.51,6.54,4.0,6981
0.4,Premium,G,SI1,62.0,59.0,4.74,4.71,2.93,900
0.91,Good,H,SI1,63.8,56.0,6.09,6.04,3.87,3323
1.52,Premium,I,SI1,60.5,60.0,7.48,7.4,4.5,8852
1.01,Very Good,F,VS2,60.8,58.0,6.44,6.49,3.93,6288
0.23,Very Good,F,VVS2,61.7,55.0,3.99,4.05,2.48,498
0.7,Very Good,F,SI1,59.8,60.0,5.75,5.83,3.46,2196
0.42,Premium,G,VS2,62.0,58.0,4.81,4.77,2.97,1087
0.34,Ideal,E,SI1,61.7,56.0,4.52,4.49,2.78,765
1.53,Premium,J,VS1,60.1,59.0,7.47,7.51,4.5,8058
0.3,Premium,D,VS2,60.9,58.0,4.35,4.32,2.64,911
0.71,Ideal,G,VS1,62.7,57.0,5.69,5.73,3.58,2930
4.13,Fair,H,I1,64.8,61.0,10.0,9.85,6.43,17329
1.2,Fair,I,I1,62.2,66.0,6.77,6.7,4.2,3011
0.7,Ideal,H,SI1,60.6,57.0,5.73,5.78,3.49,1919
0.51,Premium,D,VS1,59.5,57.0,5.24,5.21,3.11,1873
0.94,Premium,F,SI2,62.4,58.0,6.23,6.17,3.87,3456
1.6,Ideal,G,VVS1,60.8,56.0,7.58,7.54,4.6,16339
0.72,Ideal,D,SI1,61.9,55.0,5.78,5.75,3.57,2903
1.5,Very Good,D,SI1,60.0,59.0,7.41,7.46,4.46,12060
0.53,Premium,F,VS2,60.6,58.0,5.26,5.2,3.17,2290
1.51,Ideal,J,VS1,61.3,61.0,7.34,7.4,4.52,8298
0.31,Very Good,H,VS1,62.9,58.0,4.31,4.34,2.72,544
0.91,Fair,D,VS2,64.5,55.0,6.24,6.07,3.97,4765
1.2,Very Good,J,SI1,61.2,55.0,6.84,6.88,4.2,5142
1.01,Very Good,J,SI2,63.5,59.0,6.3,6.36,4.02,3462
1.07,Ideal,E,SI1,60.4,57.0,6.62,6.56,3.98,4973
0.5,Premium,E,SI1,62.4,60.0,4.98,4.96,3.1,1238
1.02,Very Good,E,VS2,62.9,56.0,6.37,6.47,4.04,6752
2.12,Ideal,I,SI2,61.0,57.0,8.28,8.31,5.06,15647
1.51,Very Good,I,SI2,62.5,59.0,7.27,7.32,4.56,7400
0.3,Good,G,VS2,63.1,57.0,4.24,4.28,2.69,526
0.3,Good,H,SI1,63.1,56.0,4.27,4.29,2.7,432
0.73,Ideal,E,SI1,62.7,55.0,5.7,5.79,3.6,2852
0.58,Ideal,D,VS1,61.4,57.0,5.41,5.34,3.3,2067
0.4,Premium,D,SI1,60.9,60.0,4.78,4.74,2.9,884
0.57,Ideal,G,VS2,61.8,56.0,5.35,5.3,3.29,1728
2.0,Premium,F,SI1,58.8,61.0,8.29,8.23,4.86,17172
0.74,Very Good,F,SI1,62.7,58.0,5.71,5.78,3.6,2715
0.9,Very Good,G,SI2,62.3,58.0,6.15,6.2,3.85,3398
0.7,Very Good,G,VS1,62.8,57.0,5.63,5.68,3.55,2475
1.53,Very Good,I,VS2,62.8,59.0,7.27,7.31,4.58,9802
0.31,Ideal,E,VVS2,61.4,57.0,4.37,4.39,2.69,791
1.01,Ideal,D,VVS1,62.5,55.0,6.39,6.44,4.01,11661
0.32,Very Good,D,SI1,63.3,57.0,4.39,4.36,2.77,756
0.31,Premium,G,VS2,61.5,60.0,4.31,4.34,2.66,544
2.01,Fair,J,SI1,64.4,61.0,7.74,7.78,5.0,11212
2.0,Fair,I,VS1,66.3,54.0,7.98,7.88,5.26,12907
1.06,Ideal,F,I1,61.8,55.0,6.55,6.58,4.06,3544
1.63,Ideal,I,VVS2,62.3,54.7,7.49,7.52,4.69,12174
1.01,Premium,F,VS1,61.4,60.0,6.45,6.39,3.94,7792
1.38,Ideal,F,VVS1,62.9,56.0,7.04,7.1,4.45,15968
1.02,Good,G,VS1,64.3,57.0,6.34,6.28,4.06,6059
0.32,Very Good,F,VVS1,59.4,59.0,4.45,4.47,2.65,886
0.26,Ideal,E,VVS1,62.5,56.0,4.09,4.12,2.56,657
0.34,Premium,I,VS1,59.5,59.0,4.55,4.59,2.72,537
0.55,Ideal,I,SI1,61.3,56.0,5.29,5.34,3.26,1367
1.08,Very Good,H,VS2,62.2,57.0,6.5,6.55,4.06,5155
0.54,Very Good,G,SI1,62.2,57.0,5.17,5.22,3.23,1241
0.3,Ideal,E,VS2,62.1,56.0,4.25,4.31,2.66,658
0.55,Ideal,E,VS2,62.0,56.0,5.26,5.25,3.26,1639
1.29,Very Good,G,VS2,58.7,58.0,7.11,7.27,4.22,8684
1.2,Good,E,SI2,63.3,55.0,6.73,6.77,4.27,5544
0.27,Very Good,G,IF,60.8,57.0,4.2,4.22,2.56,566
0.3,Ideal,D,VS2,60.6,58.0,4.31,4.33,2.62,670
0.34,Ideal,G,VS2,62.0,55.0,4.46,4.48,2.77,596
0.51,Good,E,SI1,64.3,54.0,5.1,5.07,3.27,1624
0.72,Ideal,G,VS2,61.0,55.0,5.81,5.83,3.55,3547
0.3,Ideal,G,IF,62.0,55.0,4.33,4.35,2.69,863
1.0,Premium,F,SI1,62.1,60.0,6.29,6.23,3.88,4234
1.52,Ideal,F,SI2,61.2,57.0,7.45,7.39,4.54,9057
1.51,Ideal,H,VS1,62.5,54.0,7.28,7.34,4.57,12071
1.07,Ideal,I,VVS1,62.3,57.0,6.56,6.6,4.1,6685
1.06,Ideal,G,VS1,61.2,56.0,6.56,6.62,4.03,7790
0.32,Very Good,G,VS2,62.4,59.0,4.33,4.36,2.71,561
1.2,Ideal,H,SI1,62.2,58.0,6.81,6.77,4.22,6569
0.57,Good,F,VS1,60.0,61.0,5.35,5.38,3.22,1801
2.16,Very Good,G,SI2,62.6,55.0,8.2,8.25,5.14,15166
1.0,Premium,G,SI1,60.0,60.0,6.47,6.42,3.87,3568
0.7,Good,I,VS1,64.4,60.0,5.51,5.58,3.57,2271
0.53,Ideal,G,VS1,61.3,57.0,5.18,5.22,3.19,1922
0.91,Good,E,I1,57.7,63.0,6.3,6.35,3.65,2225
1.21,Good,G,VS2,63.8,56.0,6.74,6.67,4.28,8099
0.31,Ideal,D,VS2,62.1,54.0,4.36,4.4,2.72,626
1.12,Ideal,I,VS2,61.2,54.0,6.74,6.77,4.13,5392
0.31,Very Good,G,VVS1,63.1,56.0,4.35,4.33,2.74,1046
0.31,Premium,E,VS2,61.6,59.0,4.35,4.32,2.67,872
0.3,Ideal,F,VS2,61.6,57.0,4.28,4.32,2.65,605
0.33,Ideal,I,VS2,61.5,57.0,4.49,4.42,2.74,594
0.56,Ideal,E,VS2,61.5,57.0,5.27,5.3,3.25,1819
1.11,Very Good,I,SI2,61.1,58.0,6.63,6.69,4.07,4202
0.24,Very Good,E,VVS2,62.9,59.0,3.97,4.01,2.51,552
0.31,Good,J,SI1,63.5,55.0,4.3,4.33,2.74,363
0.4,Ideal,G,IF,62.2,55.0,4.73,4.76,2.95,1333
2.16,Premium,J,SI1,60.5,59.0,8.41,8.35,5.07,14328
0.33,Ideal,H,VVS2,61.6,55.0,4.48,4.51,2.77,633
0.31,Ideal,E,VVS2,61.0,56.0,4.43,4.39,2.69,1046
1.0,Fair,E,VS2,57.3,64.0,6.59,6.46,3.79,6285
0.9,Very Good,G,SI2,63.1,58.0,6.08,6.02,3.82,2857
0.5,Fair,D,VVS2,67.6,57.0,4.95,4.84,3.31,1980
0.56,Ideal,D,SI1,60.5,57.0,5.36,5.31,3.23,1814
2.0,Premium,G,SI2,60.8,55.0,8.09,7.95,4.88,13007
1.05,Premium,G,VS2,61.8,58.0,6.59,6.52,4.05,6181
0.5,Ideal,E,VS2,60.0,57.0,5.12,5.15,3.08,1624
0.62,Very Good,F,SI2,63.1,52.0,5.39,5.53,3.45,1348
1.24,Ideal,H,SI1,60.9,57.0,6.9,6.95,4.22,6488
0.7,Good,F,SI1,57.9,63.0,5.8,5.84,3.37,2190
0.32,Ideal,G,VS1,62.5,57.0,4.37,4.34,2.72,718
0.51,Premium,E,VS2,61.6,58.0,5.18,5.15,3.18,1567
0.55,Ideal,E,VS1,62.0,56.0,5.24,5.27,3.26,2001
0.56,Ideal,E,VS1,61.1,56.0,5.29,5.34,3.25,2010
1.09,Premium,G,VVS2,59.5,61.0,6.74,6.7,4.0,8454
0.9,Premium,I,SI1,63.0,58.0,6.09,6.01,3.81,2861
0.3,Ideal,H,IF,62.3,54.0,4.34,4.36,2.71,764
2.05,Ideal,G,SI1,61.9,57.0,8.1,8.16,5.03,18787
0.4,Premium,G,VVS2,59.7,58.0,4.8,4.78,2.86,1050
2.01,Premium,J,VS2,61.5,60.0,8.13,8.07,4.98,13572
0.3,Good,H,SI2,63.9,57.0,4.27,4.24,2.72,485
0.63,Ideal,F,VS1,62.3,56.0,5.46,5.49,3.41,2644
1.01,Very Good,G,VS2,62.9,60.0,6.28,6.35,3.97,5779
1.01,Very Good,G,SI1,62.4,60.0,6.34,6.39,3.97,4707
0.92,Good,E,SI2,61.8,59.0,6.11,6.19,3.8,3744
0.3,Ideal,G,VVS2,62.0,57.0,4.29,4.32,2.67,684
1.61,Ideal,I,SI1,62.7,55.0,7.48,7.54,4.71,9439
1.55,Ideal,G,SI2,60.7,55.0,7.54,7.51,4.57,9530
0.5,Premium,D,VS2,61.9,58.0,5.04,5.1,3.14,1752
1.13,Very Good,H,VS2,61.7,56.0,6.65,6.73,4.13,5625
0.3,Very Good,H,SI1,60.9,59.0,4.29,4.31,2.62,432
0.9,Very Good,H,SI2,62.8,57.0,6.15,6.2,3.88,3160
2.0,Ideal,H,SI2,61.5,57.0,8.04,8.0,4.93,12587
0.71,Very Good,E,VS2,58.5,57.0,5.87,5.9,3.44,2630
0.3,Ideal,F,IF,62.3,53.0,4.34,4.36,2.71,886
0.31,Ideal,J,VS1,61.9,54.7,4.34,4.36,2.69,429
0.52,Good,F,SI1,63.8,56.0,5.07,5.12,3.25,1244
0.31,Good,E,VVS1,59.0,59.0,4.4,4.42,2.6,826
0.58,Ideal,E,VS1,60.1,57.0,5.41,5.47,3.27,1965
1.56,Premium,G,VS2,61.9,58.0,7.4,7.44,4.59,13178
2.15,Ideal,I,SI2,61.7,55.0,8.43,8.24,5.14,14519
1.52,Premium,H,VS2,59.4,59.0,7.45,7.49,4.44,11105
0.5,Fair,H,VS1,66.6,58.0,4.95,4.84,3.26,1134
0.41,Premium,G,VS1,61.5,58.0,4.8,4.76,2.94,961
0.4,Premium,F,VVS2,62.2,59.0,4.65,4.7,2.91,1088
0.35,Ideal,F,VS1,62.4,57.0,4.52,4.49,2.81,1011
0.41,Very Good,J,VVS1,60.1,58.0,4.79,4.83,2.89,775
0.3,Premium,F,VVS2,62.4,58.0,4.28,4.25,2.66,945
0.36,Ideal,H,VS2,62.1,55.0,4.57,4.58,2.84,568
0.9,Premium,F,SI1,62.6,62.0,6.13,6.11,3.83,3437
0.27,Very Good,G,VS1,61.0,54.0,4.19,4.21,2.56,439
0.73,Ideal,G,SI1,60.9,57.0,5.81,5.85,3.55,3089
1.02,Ideal,E,SI2,62.8,55.0,6.43,6.4,4.03,4478
0.52,Ideal,H,IF,62.1,57.0,5.13,5.16,3.19,1956
1.01,Premium,H,VS2,59.1,58.0,6.58,6.59,3.89,5166
0.43,Ideal,I,VS2,61.8,55.0,4.85,4.89,3.01,716
0.9,Very Good,F,VS2,61.7,57.0,6.17,6.21,3.82,4493
1.64,Ideal,E,SI1,60.7,55.0,7.67,7.64,4.65,9801
0.23,Very Good,F,VVS1,62.8,54.0,3.92,3.94,2.47,583
1.01,Good,E,SI2,61.4,64.0,6.29,6.42,3.9,4285
0.43,Ideal,E,VS2,61.6,54.0,4.9,4.88,3.01,1053
0.76,Premium,G,SI2,58.8,59.0,5.97,5.93,3.5,1676
0.39,Good,F,VS2,63.3,55.0,4.63,4.66,2.94,788
0.72,Ideal,E,VS2,61.7,55.0,5.8,5.77,3.57,3427
0.33,Premium,E,VS1,60.9,58.0,4.49,4.45,2.72,1002
0.3,Ideal,D,VS1,61.6,54.0,4.34,4.36,2.68,718
0.55,Ideal,I,VVS1,61.7,56.0,5.24,5.29,3.25,1593
0.52,Very Good,H,VS2,63.5,58.0,5.12,5.11,3.25,1385
1.14,Premium,I,SI1,60.1,60.0,6.81,6.76,4.08,4788
0.7,Very Good,G,VS1,61.0,57.0,5.69,5.72,3.48,2591
0.91,Good,G,SI2,63.6,56.0,6.14,6.09,3.89,3610
0.93,Fair,G,SI1,64.4,57.0,6.14,6.09,3.94,3358
0.32,Ideal,I,VVS1,62.0,55.3,4.39,4.42,2.73,553
0.4,Ideal,F,VS2,62.0,59.0,4.77,4.71,2.95,1059
1.29,Fair,G,I1,66.0,58.0,6.82,6.75,4.48,4277
0.42,Good,D,SI2,63.1,56.0,4.74,4.8,3.01,653
1.0,Very Good,E,SI2,62.6,58.0,6.33,6.39,3.98,4426
1.51,Very Good,F,SI2,63.4,57.0,7.29,7.25,4.61,9471
1.2,Fair,J,SI1,65.2,58.0,6.67,6.58,4.32,4838
0.79,Very Good,F,SI1,62.9,57.0,5.86,5.94,3.71,3519
1.01,Premium,H,VS2,61.3,59.0,6.44,6.48,3.96,4959
0.59,Ideal,G,VS2,62.1,57.0,5.36,5.39,3.34,1774
1.14,Premium,H,SI2,62.2,61.0,6.72,6.64,4.16,3830
1.01,Ideal,F,SI2,62.5,55.0,6.4,6.39,4.0,4497
0.91,Ideal,E,SI1,60.7,56.0,6.26,6.22,3.79,3665
2.2,Good,H,SI2,63.6,58.0,8.21,8.17,5.21,13919
0.4,Ideal,J,SI1,61.2,56.0,4.77,4.81,2.93,820
0.37,Ideal,H,VVS1,62.0,53.0,4.63,4.66,2.88,815
0.5,Premium,D,SI2,62.9,58.0,5.06,5.01,3.17,997
1.12,Premium,F,SI2,60.5,59.0,6.79,6.73,4.09,4654
0.57,Good,F,SI2,61.9,57.7,5.32,5.34,3.3,1280
0.52,Fair,E,VVS2,57.2,64.0,5.27,5.36,3.04,2079
0.56,Very Good,D,SI1,62.2,63.0,5.23,5.28,3.27,1378
0.3,Very Good,G,VVS2,63.1,56.0,4.23,4.2,2.66,878
0.37,Ideal,I,VVS2,61.9,54.0,4.62,4.66,2.87,632
0.7,Premium,E,VS2,61.1,58.0,5.78,5.7,3.51,2496
0.3,Ideal,G,IF,62.1,55.0,4.32,4.34,2.69,863
0.33,Ideal,G,VVS1,62.0,56.0,4.45,4.48,2.77,868
1.03,Ideal,I,SI2,62.2,57.0,6.46,6.5,4.03,3925
0.7,Ideal,F,VS2,61.4,58.0,5.7,5.73,3.51,3011
1.05,Very Good,H,SI2,63.8,58.0,6.38,6.45,4.09,4112
0.23,Ideal,I,VVS1,63.0,56.0,3.94,3.9,2.47,414
1.2,Very Good,I,SI1,62.9,57.0,6.73,6.78,4.25,5211
1.1,Ideal,H,SI1,62.5,57.0,6.6,6.56,4.11,4764
1.22,Ideal,G,VS2,59.9,56.0,7.01,6.97,4.19,8485
0.73,Ideal,H,VS2,61.4,55.0,5.79,5.82,3.56,3164
0.72,Ideal,G,SI2,61.3,56.0,5.76,5.81,3.55,2451
0.39,Ideal,E,VS2,60.8,57.0,4.73,4.75,2.88,875
1.11,Premium,E,SI1,61.3,58.0,6.66,6.61,4.07,5908
0.4,Good,D,SI2,63.8,54.0,4.7,4.73,3.01,622
1.58,Premium,J,SI1,59.8,58.0,7.61,7.57,4.54,7654
0.54,Ideal,D,VS2,62.6,57.0,5.24,5.18,3.26,1993
0.33,Ideal,D,SI2,62.9,56.0,4.43,4.41,2.78,631
2.1,Premium,I,VS2,60.7,61.0,8.28,8.27,5.02,14394
1.07,Very Good,G,VS2,62.9,59.0,6.49,6.52,4.09,6525
0.7,Good,J,SI1,64.3,56.0,5.62,5.57,3.6,1442
1.21,Ideal,H,VS1,60.7,57.0,6.86,6.89,4.17,6834
0.51,Very Good,F,VS1,63.3,59.0,5.09,5.12,3.23,1722
0.81,Good,I,VS1,59.4,56.0,5.97,6.11,3.59,3042
0.73,Fair,F,I1,66.9,54.0,5.62,5.54,3.74,1158
0.58,Good,D,SI2,56.7,60.0,5.59,5.53,3.15,1563
0.71,Ideal,G,VS1,61.5,55.0,5.72,5.77,3.54,3431
0.67,Very Good,G,VS2,61.7,59.7,5.56,5.61,3.45,2131
0.4,Ideal,J,VS1,60.4,56.0,4.77,4.8,2.89,641
1.14,Very Good,I,SI1,62.6,55.0,6.66,6.72,4.19,4840
1.15,Very Good,F,SI2,63.1,63.0,6.67,6.57,4.18,4915
0.32,Ideal,G,IF,60.5,57.0,4.42,4.44,2.68,954
0.51,Ideal,F,VVS2,60.4,56.0,5.18,5.22,3.14,2054
0.32,Ideal,E,VVS2,61.6,55.0,4.42,4.45,2.73,790
1.08,Ideal,H,SI1,60.6,59.0,6.61,6.65,4.02,5756
2.29,Ideal,J,SI2,61.8,56.4,8.4,8.5,5.23,13726
1.51,Premium,F,SI1,62.2,59.0,7.34,7.3,4.55,11607
1.0,Premium,E,I1,62.3,58.0,6.38,6.33,3.96,3136
0.36,Premium,D,SI2,60.0,58.0,4.62,4.58,2.76,689
0.3,Premium,D,SI1,61.0,61.0,4.29,4.27,2.61,709
1.59,Very Good,G,SI1,59.5,61.0,7.57,7.65,4.53,10963
2.52,Premium,H,SI2,62.4,57.0,8.72,8.66,5.43,17522
1.17,Ideal,G,VS2,61.5,57.0,6.86,6.8,4.2,6139
1.52,Ideal,I,VS1,61.4,57.0,7.42,7.38,4.54,9483
1.7,Premium,I,VS2,61.7,59.0,7.63,7.68,4.72,11257
0.9,Ideal,G,SI1,60.8,58.0,6.2,6.29,3.8,4008
1.16,Ideal,D,SI2,62.1,54.0,6.74,6.79,4.2,5793
1.3,Premium,I,VS2,60.3,60.0,7.01,6.99,4.22,5242
1.05,Fair,I,I1,61.8,66.0,6.48,6.37,3.97,2396
1.0,Premium,E,SI1,59.7,57.0,6.56,6.48,3.89,5322
0.81,Ideal,D,VS2,59.5,60.0,6.08,6.15,3.64,4315
0.31,Premium,I,VS2,59.9,60.0,4.41,4.44,2.65,435
0.38,Premium,E,VVS1,61.9,58.0,4.66,4.62,2.87,1327
0.33,Premium,G,VS1,61.9,59.0,4.43,4.45,2.75,666
1.09,Fair,H,SI1,64.4,60.0,6.49,6.42,4.16,5085
0.3,Premium,D,VS1,60.2,59.0,4.39,4.42,2.65,610
0.6,Premium,G,SI1,60.8,58.0,5.44,5.39,3.29,1286
0.31,Ideal,D,SI1,62.6,57.0,4.3,4.32,2.7,571
0.3,Premium,F,VS2,61.4,60.0,4.34,4.29,2.65,776
1.06,Ideal,E,VS2,61.3,57.0,6.54,6.57,4.02,9092
1.14,Good,I,VS1,63.3,56.0,6.6,6.68,4.2,5056
0.34,Premium,F,VS2,60.7,60.0,4.46,4.5,2.72,686
0.33,Ideal,H,VS1,61.8,56.0,4.41,4.46,2.74,579
